Date/Time,FURNACE_DX_A_B_G_L HEATING COIL:Heating Coil Air Heating Rate [W](Hourly),FURNACE_DX_B_C_H_G HEATING COIL:Heating Coil Air Heating Rate [W](Hourly),FURNACE_DX_C_D_I_H HEATING COIL:Heating Coil Air Heating Rate [W](Hourly),FURNACE_DX_D_E_J_I HEATING COIL:Heating Coil Air Heating Rate [W](Hourly),FURNACE_DX_E_F_K_J HEATING COIL:Heating Coil Air Heating Rate [W](Hourly),FURNACE_DX_L_K_F_A HEATING COIL:Heating Coil Air Heating Rate [W](Hourly),FURNACE_DX_G_H_I_L HEATING COIL:Heating Coil Air Heating Rate [W](Hourly),FURNACE_DX_I_J_K_L HEATING COIL:Heating Coil Air Heating Rate [W](Hourly),FURNACE_DX_A_B_G_L COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),FURNACE_DX_B_C_H_G COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),FURNACE_DX_C_D_I_H COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),FURNACE_DX_D_E_J_I COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),FURNACE_DX_E_F_K_J COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),FURNACE_DX_L_K_F_A COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),FURNACE_DX_G_H_I_L COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly),FURNACE_DX_I_J_K_L COOLING COIL:Cooling Coil Total Cooling Rate [W](Hourly) 
 01/01  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  08:00:00,4538.80424843452,1014.80201728167,2422.09944320561,1334.39617954429,744.14771422732,2289.33994634317,3551.12075073723,1831.56196312015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  09:00:00,3773.84196536545,675.970196587669,1786.97114545962,975.086051098667,454.831959736648,1975.97362628702,3036.30886580534,1574.49910173837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  10:00:00,3073.7608712984,438.805510309223,1115.72853179413,697.702857094604,177.637751839277,1640.37581107072,2495.59258617306,1297.57556393514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  11:00:00,2540.14194564484,338.327183211705,625.393396722805,558.491889440869,9.89463294303147,1385.09647447322,2094.05515590877,1092.37541769062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  12:00:00,2198.88156353758,309.180392375627,184.481569400345,503.882145036035,0.0,1224.3430587273,1854.0278199329,968.728437699814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  13:00:00,2001.73224201779,313.176565684529,0.0,495.913635334865,0.0,1127.57069178519,1735.26488640843,906.233639567541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  14:00:00,1833.54716387502,290.897482406519,0.0,463.753013727544,0.0,1016.84823793448,1632.87328915458,852.442390661691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  15:00:00,1839.49241046467,309.396408040721,0.163073732061459,484.54991318116,0.0,962.778562812448,1660.21554363757,864.02489552848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  16:00:00,1790.79982816538,313.520964987279,29.683020134369,482.810425136002,0.0,883.112471082815,1603.45826647319,833.812600962389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  17:00:00,1870.50353353882,354.016761743511,340.976163585013,523.476925567628,0.0,938.166303308863,1618.70005581182,839.741936880756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  18:00:00,1928.31798425643,383.290888626985,539.723838668926,555.420194350517,0.551713837254737,977.84039485027,1655.19568174684,856.279688936208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  19:00:00,3072.53511316552,669.801343482234,1498.15196051161,959.300029591566,310.847095560205,1643.41686783822,2916.60553726588,1484.93435265305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  20:00:00,3061.88576085907,677.118589245611,1566.26659434327,964.728663332388,358.861142459795,1631.48131860354,2903.91977878104,1477.34511271458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  21:00:00,3196.39402503993,720.234533310642,1737.16899168067,1019.60129791151,432.885404872352,1703.21155988998,3037.18137724853,1542.7219509866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  08:00:00,3728.50693067932,858.662272341779,2173.04247160399,1160.95081494825,683.511768554824,1949.89302405181,3115.45583099017,1587.38222367372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  09:00:00,2965.47247917136,540.056982130321,1495.91996920651,780.693298916054,385.374169795158,1568.11375538612,2484.36762621048,1276.79395714235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  10:00:00,2432.99088532159,351.374631828344,946.586552358922,561.670556631618,143.478220394969,1315.29683675509,2067.82698436198,1065.46615390281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  11:00:00,2172.40710496542,297.11723906206,609.327834722336,492.8747129253,5.82736227246796,1202.09913464749,1905.28888102908,982.236222157563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  12:00:00,1807.61416255307,259.533561135896,278.247489520184,427.767472886855,0.0,1027.65912885832,1630.22587373446,842.981259049719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  13:00:00,1487.8708817016,220.233912950217,1.6696391462163,364.07987105435,0.0,860.334892151225,1371.0838921748,711.872689404476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  14:00:00,1301.81522043024,188.111268335583,0.0,318.625879497858,0.0,730.748190659904,1225.94966185914,638.017860934275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  15:00:00,1189.73835493946,172.374954953764,0.0,293.784122644544,0.0,631.037417703731,1128.99920433446,588.617314821787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  16:00:00,1290.12795364117,211.096076386926,20.7343596218838,340.143070365357,0.0,652.170612186083,1212.50776798113,629.615273655534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  17:00:00,1381.14516764605,251.0774714396,181.918033261722,381.742345101741,0.0,705.898077664549,1238.92600453104,642.086848526503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  18:00:00,1430.05778166591,276.492433302523,344.318804909146,408.542911369675,5.408641986314207E-003,729.50577099501,1257.06818365286,650.337300218489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  19:00:00,2733.98206453909,602.015603001155,1409.07185478167,866.264441358859,315.274159927775,1480.95133093428,2671.3559628338,1356.19585139796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  20:00:00,2916.06860870078,654.689206107314,1606.74878613305,935.585122146832,395.842725887168,1575.90666545212,2853.4394677555,1446.62982271595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  21:00:00,3049.93912902833,696.712700267641,1765.1093547158,988.781629381734,463.804363201764,1645.1857803211,2979.31013149784,1508.8282869838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  08:00:00,3682.30092412026,894.628184155497,2323.78723686635,1184.49691674919,775.965955127778,1909.65128861137,3017.28178116889,1530.40203050131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  09:00:00,3317.34728129163,715.690532571589,1978.35031681879,986.605119153907,602.502774604684,1769.19048332834,2828.39831569518,1445.42095179767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  10:00:00,2850.64507267903,606.074107931807,1648.23883233451,844.389726056059,478.78191381508,1548.8253603614,2459.51687013033,1258.66230423178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  11:00:00,2569.40039732093,533.252044253265,1373.30098278241,755.458120164367,355.319940885505,1428.67842446304,2276.72417697328,1165.9114219986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  12:00:00,2291.39702871322,466.89245464567,928.463224994851,672.552850142924,139.272945076725,1302.58762253544,2089.21499348793,1071.02485162902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  13:00:00,2056.25108926539,432.475206013646,666.163506387127,622.548108958398,35.9832804024601,1184.67201948952,1916.32597884669,983.538504947444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  14:00:00,1917.39916166794,403.925494533558,428.393855430166,585.709024759022,0.0,1085.25858612933,1819.10449200561,934.035614537363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  15:00:00,1892.83649276336,405.327819410864,552.843968161731,585.117603960577,12.1354251110756,1052.33313416739,1796.44607606229,922.027882404049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  16:00:00,1845.13713474299,402.811462798782,627.730455359943,575.413274570275,52.1088788656785,1000.34605470713,1720.73465174379,883.651461245171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  17:00:00,1875.23136404684,423.821285904377,807.696389783737,592.080969584521,156.553792332538,1012.66531087298,1681.82145949497,863.684437084125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  18:00:00,1881.63931716711,434.679378935747,947.434192481776,600.170049472098,205.875663659212,1008.08852794032,1656.14755162144,850.259258218647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  19:00:00,3149.81872499062,748.170365079361,1923.41373701734,1042.32192347029,546.147714995506,1740.3181915815,3032.33212835666,1537.33605728451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  20:00:00,3228.41599717673,772.785247099959,2019.74236336749,1073.57756690626,594.153376453017,1778.75547308739,3105.12825921962,1573.3947272136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  21:00:00,3297.68398236395,795.439647496869,2109.71826031524,1101.50711721329,637.231733420958,1812.44937906523,3165.14552034344,1602.89566140023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/04  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  08:00:00,3866.92152723035,984.391209572621,2579.36111360564,1264.41613112954,906.631161286438,2056.09239563994,3131.47159962649,1589.65046579893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  09:00:00,3566.78401898921,768.58651289664,2184.88261666557,1052.39167390216,693.840761002014,1938.77245505863,3001.88767408973,1535.6408156667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  10:00:00,3155.00916664816,635.166974700791,1793.75383305508,897.596589552253,517.239677374504,1747.62310071543,2710.09135665375,1387.09938339954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  11:00:00,2812.63687009089,520.162620969488,1254.95702106826,763.07415772628,249.867535458431,1587.2364500768,2468.02955361265,1264.44511249206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  12:00:00,2535.06742641414,488.7089406157,792.252375856159,711.907815594444,44.597165935093,1452.37151278627,2261.75237177936,1159.90169232373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  13:00:00,2340.80717221258,483.153811714468,416.730325575017,691.860935069382,0.0,1341.86155116978,2108.60313035426,1082.04458267853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  14:00:00,2117.56189272897,438.38907630457,141.43828765447,630.702554425849,0.0,1179.973012481,1925.71221636323,989.563549312822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  15:00:00,1941.70064004413,401.18991762802,26.0292783752856,579.84189388552,0.0,1022.20163809973,1770.39723948732,911.17614232044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  16:00:00,1947.98305189072,412.742123485335,177.225892376609,590.198568463929,0.0,966.148808897272,1757.89263673221,904.36764240642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  17:00:00,1954.12603802205,428.508241135375,465.118035743234,599.373754801861,0.0,986.589966551234,1697.49545992626,873.58560562195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  18:00:00,1984.49829714834,446.515116744936,636.817153003422,617.307296589893,36.8844551673785,1010.41429432669,1697.7737441381,872.963888899335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  19:00:00,3285.79866386526,768.986233493835,1712.55750784301,1071.93065140484,414.291031926309,1761.31459430293,3110.06110230999,1577.84226563589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  20:00:00,3351.79889191794,791.21145233256,1834.95017535741,1099.69671129792,471.975604668702,1791.3890315702,3172.98456958725,1608.71393318141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  21:00:00,3454.41832422395,823.994926001101,1977.62331995365,1141.00197140243,535.131291074035,1842.72407738177,3266.93574766688,1654.85251912889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/05  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  08:00:00,3921.83847072256,976.944340956856,2414.18790496367,1257.46016168678,806.543305438568,2020.96461960783,3123.07061166482,1585.62943690023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  09:00:00,3775.18674150401,752.215252618274,2087.55023785095,1054.22703893836,602.98030934967,2002.29962581363,3172.22340323106,1620.28243656675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  10:00:00,3318.48880738939,588.912356915826,1626.50656919423,869.325528599826,426.568350679612,1795.9669883735,2839.3992358937,1451.10881318976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  11:00:00,2986.69193607359,554.005047265377,1400.15277142513,812.579144532616,299.11894703822,1646.45918190483,2609.65619512269,1334.47736337223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  12:00:00,2760.3419188036,547.263149708113,1300.47957609734,790.571308534008,284.403838625724,1547.34387320677,2464.53411259069,1260.39593794098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  13:00:00,2558.42497471864,521.396424337296,852.066358263264,753.57373624253,69.3705211397452,1448.11504748325,2335.87185602096,1194.70143235521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  14:00:00,2381.3172712253,489.287937513698,593.784674250677,708.85266345033,0.0,1320.44867630273,2195.66068268901,1123.45865879298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  15:00:00,2247.30905801716,466.655583567126,461.24780337247,674.598856637436,0.0,1188.2954538062,2068.9729434693,1059.26238481507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  16:00:00,2177.54082295359,460.289660632827,511.701291051478,660.259693188648,3.751137799578908E-003,1098.59004204487,1985.92222083843,1017.08564926564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  17:00:00,2195.00387150079,481.659644625161,785.352270721698,675.094142544897,107.237999668807,1123.57740380803,1928.02251210603,987.532604516111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  18:00:00,2169.91699146892,486.345893759348,905.042378759759,674.756591093837,182.117642911347,1117.14528097925,1876.43863782481,961.050504477485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  19:00:00,3397.12783718105,790.933277812577,1910.62777400781,1103.96155427753,513.849234348504,1826.75546681312,3209.91195265497,1626.62822754555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  20:00:00,3480.37519918092,819.294456027224,2041.28122066476,1139.39950823303,570.003721097031,1868.10430041375,3290.53177209752,1666.47138875335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  21:00:00,3606.10975197866,858.683951962088,2193.80886479149,1189.41352675399,636.765592642661,1933.73842076176,3409.45422923394,1725.32063395024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/06  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/07  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/07  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/07  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/07  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
