Time,MAIN_ZONE_A_B_G_L:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Load [W],MAIN_ZONE_A_B_G_L:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Sens Cool Load [W],MAIN_ZONE_A_B_G_L:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Mass Flow [kg/s],MAIN_ZONE_A_B_G_L:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Cool Mass Flow [kg/s],MAIN_ZONE_B_C_H_G:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Load [W],MAIN_ZONE_B_C_H_G:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Sens Cool Load [W],MAIN_ZONE_B_C_H_G:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Mass Flow [kg/s],MAIN_ZONE_B_C_H_G:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Cool Mass Flow [kg/s],MAIN_ZONE_C_D_I_H:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Load [W],MAIN_ZONE_C_D_I_H:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Sens Cool Load [W],MAIN_ZONE_C_D_I_H:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Mass Flow [kg/s],MAIN_ZONE_C_D_I_H:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Cool Mass Flow [kg/s],MAIN_ZONE_D_E_J_I:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Load [W],MAIN_ZONE_D_E_J_I:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Sens Cool Load [W],MAIN_ZONE_D_E_J_I:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Mass Flow [kg/s],MAIN_ZONE_D_E_J_I:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Cool Mass Flow [kg/s],MAIN_ZONE_E_F_K_J:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Load [W],MAIN_ZONE_E_F_K_J:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Sens Cool Load [W],MAIN_ZONE_E_F_K_J:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Mass Flow [kg/s],MAIN_ZONE_E_F_K_J:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Cool Mass Flow [kg/s],MAIN_ZONE_L_K_F_A:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Load [W],MAIN_ZONE_L_K_F_A:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Sens Cool Load [W],MAIN_ZONE_L_K_F_A:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Mass Flow [kg/s],MAIN_ZONE_L_K_F_A:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Cool Mass Flow [kg/s],MAIN_ZONE_G_H_I_L:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Load [W],MAIN_ZONE_G_H_I_L:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Sens Cool Load [W],MAIN_ZONE_G_H_I_L:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Mass Flow [kg/s],MAIN_ZONE_G_H_I_L:CHICAGO_IL_USA ANNUAL COOLING 1% DESIGN CONDITIONS DB/MCWB:Des Cool Mass Flow [kg/s],MAIN_ZONE_I_J_K_L:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Load [W],MAIN_ZONE_I_J_K_L::Des Sens Cool Load [W],MAIN_ZONE_I_J_K_L:CHICAGO_IL_USA ANNUAL HEATING 99% DESIGN CONDITIONS DB:Des Heat Mass Flow [kg/s],MAIN_ZONE_I_J_K_L::Des Cool Mass Flow [kg/s] 
18:00:00,2.826108E+03,1.741903E+03,1.026574E-01,1.708571E-01,8.607288E+02,2.295205E+02,3.126566E-02,2.251271E-02,2.114518E+03,7.994635E+02,7.680916E-02,7.841210E-02,9.522269E+02,2.241273E+02,3.458933E-02,2.198465E-02,9.377578E+02,4.137095E+02,3.406370E-02,4.057639E-02,1.456766E+03,3.086679E+02,5.291652E-02,3.027823E-02,1.112037E+03,9.268023E+01,4.039388E-02,9.089400E-03,5.778253E+02,0.000000E+00,2.098904E-02,0.000000E+00 
18:15:00,3.128119E+03,1.458494E+03,1.136279E-01,1.430566E-01,9.337790E+02,1.739885E+02,3.391918E-02,1.706583E-02,2.343678E+03,5.964178E+02,8.513335E-02,5.849718E-02,1.056388E+03,1.700172E+02,3.837297E-02,1.667699E-02,1.010893E+03,3.351206E+02,3.672029E-02,3.286829E-02,1.633571E+03,2.337737E+02,5.933892E-02,2.293160E-02,1.443979E+03,7.679328E+01,5.245147E-02,7.531363E-03,7.436023E+02,0.000000E+00,2.701079E-02,0.000000E+00 
18:30:00,3.440263E+03,1.150709E+03,1.249679E-01,1.128648E-01,1.009356E+03,1.171161E+02,3.666483E-02,1.148745E-02,2.580516E+03,3.953578E+02,9.373755E-02,3.877703E-02,1.164054E+03,1.143875E+02,4.228441E-02,1.122026E-02,1.086568E+03,2.544373E+02,3.946949E-02,2.495466E-02,1.816214E+03,1.572564E+02,6.597428E-02,1.542576E-02,1.785471E+03,5.572607E+01,6.485831E-02,5.465269E-03,9.141870E+02,0.000000E+00,3.320831E-02,0.000000E+00 
18:45:00,3.759667E+03,8.111678E+02,1.365714E-01,7.955890E-02,1.086692E+03,5.899714E+01,3.947426E-02,5.786793E-03,2.822869E+03,1.964780E+02,1.025419E-01,1.927073E-02,1.274242E+03,5.750634E+01,4.628738E-02,5.640792E-03,1.163995E+03,1.718236E+02,4.228221E-02,1.685174E-02,2.003101E+03,7.927332E+01,7.276366E-02,7.776153E-03,2.135156E+03,3.006373E+01,7.756268E-02,2.948483E-03,1.088895E+03,0.000000E+00,3.955557E-02,0.000000E+00 
19:00:00,4.084637E+03,4.361933E+02,1.483763E-01,4.277852E-02,1.165388E+03,0.000000E+00,4.233287E-02,0.000000E+00,3.069447E+03,0.000000E+00,1.114992E-01,0.000000E+00,1.386359E+03,0.000000E+00,5.036019E-02,0.000000E+00,1.242781E+03,8.768421E+01,4.514407E-02,8.599245E-03,2.193223E+03,0.000000E+00,7.967022E-02,0.000000E+00,2.490630E+03,0.000000E+00,9.047701E-02,0.000000E+00,1.266544E+03,0.000000E+00,4.600950E-02,0.000000E+00 
19:15:00,4.110507E+03,3.307596E+02,1.493159E-01,3.243754E-02,1.171754E+03,0.000000E+00,4.256396E-02,0.000000E+00,3.089083E+03,0.000000E+00,1.122123E-01,0.000000E+00,1.395336E+03,0.000000E+00,5.068624E-02,0.000000E+00,1.249159E+03,7.287779E+01,4.537549E-02,7.147046E-03,2.208214E+03,0.000000E+00,8.021482E-02,0.000000E+00,2.517302E+03,0.000000E+00,9.144753E-02,0.000000E+00,1.279958E+03,0.000000E+00,4.649756E-02,0.000000E+00 
19:30:00,4.130522E+03,2.296029E+02,1.500406E-01,2.251706E-02,1.176634E+03,0.000000E+00,4.274053E-02,0.000000E+00,3.104284E+03,0.000000E+00,1.127628E-01,0.000000E+00,1.402286E+03,0.000000E+00,5.093791E-02,0.000000E+00,1.254035E+03,5.955976E+01,4.555186E-02,5.840955E-03,2.219871E+03,0.000000E+00,8.063707E-02,0.000000E+00,2.538963E+03,0.000000E+00,9.223328E-02,0.000000E+00,1.290861E+03,0.000000E+00,4.689304E-02,0.000000E+00 
19:45:00,4.147104E+03,1.454429E+02,1.506405E-01,1.426348E-02,1.180686E+03,0.000000E+00,4.288699E-02,0.000000E+00,3.116865E+03,0.000000E+00,1.132179E-01,0.000000E+00,1.408030E+03,0.000000E+00,5.114572E-02,0.000000E+00,1.258087E+03,4.785045E+01,4.569831E-02,4.692635E-03,2.229527E+03,0.000000E+00,8.098652E-02,0.000000E+00,2.556480E+03,0.000000E+00,9.286829E-02,0.000000E+00,1.299685E+03,0.000000E+00,4.721292E-02,0.000000E+00 
20:00:00,4.161587E+03,8.651680E+01,1.511644E-01,8.484572E-03,1.184220E+03,0.000000E+00,4.301475E-02,0.000000E+00,3.127843E+03,0.000000E+00,1.136151E-01,0.000000E+00,1.413034E+03,0.000000E+00,5.132677E-02,0.000000E+00,1.261623E+03,3.763015E+01,4.582607E-02,3.690328E-03,2.237983E+03,0.000000E+00,8.129251E-02,0.000000E+00,2.571866E+03,0.000000E+00,9.342585E-02,0.000000E+00,1.307413E+03,0.000000E+00,4.749299E-02,0.000000E+00 
20:15:00,4.174446E+03,4.651754E+01,1.516297E-01,4.561882E-03,1.187359E+03,0.000000E+00,4.312827E-02,0.000000E+00,3.137579E+03,0.000000E+00,1.139673E-01,0.000000E+00,1.417468E+03,0.000000E+00,5.148719E-02,0.000000E+00,1.264762E+03,2.841180E+01,4.593959E-02,2.786291E-03,2.245507E+03,0.000000E+00,8.156482E-02,0.000000E+00,2.585484E+03,0.000000E+00,9.391932E-02,0.000000E+00,1.314238E+03,0.000000E+00,4.774029E-02,0.000000E+00 
20:30:00,4.186017E+03,2.050625E+01,1.520485E-01,2.011001E-03,1.190185E+03,0.000000E+00,4.323054E-02,0.000000E+00,3.146330E+03,0.000000E+00,1.142841E-01,0.000000E+00,1.421448E+03,0.000000E+00,5.163127E-02,0.000000E+00,1.267588E+03,1.975117E+01,4.604183E-02,1.936955E-03,2.252292E+03,0.000000E+00,8.181042E-02,0.000000E+00,2.597690E+03,0.000000E+00,9.436162E-02,0.000000E+00,1.320343E+03,0.000000E+00,4.796151E-02,0.000000E+00 
20:45:00,4.196489E+03,5.539287E+00,1.524276E-01,5.432236E-04,1.192744E+03,0.000000E+00,4.332320E-02,0.000000E+00,3.154242E+03,0.000000E+00,1.145705E-01,0.000000E+00,1.425044E+03,0.000000E+00,5.176145E-02,0.000000E+00,1.270146E+03,1.160343E+01,4.613445E-02,1.137922E-03,2.258443E+03,0.000000E+00,8.203318E-02,0.000000E+00,2.608687E+03,0.000000E+00,9.476009E-02,0.000000E+00,1.325836E+03,0.000000E+00,4.816054E-02,0.000000E+00 
21:00:00,4.206037E+03,0.000000E+00,1.527735E-01,0.000000E+00,1.195080E+03,0.000000E+00,4.340779E-02,0.000000E+00,3.161448E+03,0.000000E+00,1.148315E-01,0.000000E+00,1.428317E+03,0.000000E+00,5.187998E-02,0.000000E+00,1.272479E+03,5.693642E+00,4.621894E-02,5.583613E-04,2.264062E+03,0.000000E+00,8.223669E-02,0.000000E+00,2.618669E+03,0.000000E+00,9.512174E-02,0.000000E+00,1.330817E+03,0.000000E+00,4.834101E-02,0.000000E+00 
21:15:00,4.214798E+03,0.000000E+00,1.530908E-01,0.000000E+00,1.197224E+03,0.000000E+00,4.348548E-02,0.000000E+00,3.168054E+03,0.000000E+00,1.150708E-01,0.000000E+00,1.431315E+03,0.000000E+00,5.198860E-02,0.000000E+00,1.274619E+03,1.860296E+00,4.629650E-02,1.824343E-04,2.269227E+03,0.000000E+00,8.242380E-02,0.000000E+00,2.627787E+03,0.000000E+00,9.545210E-02,0.000000E+00,1.335365E+03,0.000000E+00,4.850582E-02,0.000000E+00 
21:30:00,4.222874E+03,0.000000E+00,1.533835E-01,0.000000E+00,1.199202E+03,0.000000E+00,4.355715E-02,0.000000E+00,3.174138E+03,0.000000E+00,1.152913E-01,0.000000E+00,1.434076E+03,0.000000E+00,5.208862E-02,0.000000E+00,1.276592E+03,0.000000E+00,4.636800E-02,0.000000E+00,2.273995E+03,0.000000E+00,8.259658E-02,0.000000E+00,2.636156E+03,0.000000E+00,9.575537E-02,0.000000E+00,1.339541E+03,0.000000E+00,4.865713E-02,0.000000E+00 
21:45:00,4.230387E+03,0.000000E+00,1.536558E-01,0.000000E+00,1.201042E+03,0.000000E+00,4.362386E-02,0.000000E+00,3.179792E+03,0.000000E+00,1.154962E-01,0.000000E+00,1.436640E+03,0.000000E+00,5.218158E-02,0.000000E+00,1.278426E+03,0.000000E+00,4.643448E-02,0.000000E+00,2.278437E+03,0.000000E+00,8.275757E-02,0.000000E+00,2.643914E+03,0.000000E+00,9.603647E-02,0.000000E+00,1.343414E+03,0.000000E+00,4.879747E-02,0.000000E+00 
22:00:00,4.237391E+03,0.000000E+00,1.539097E-01,0.000000E+00,1.202758E+03,0.000000E+00,4.368609E-02,0.000000E+00,3.185061E+03,0.000000E+00,1.156872E-01,0.000000E+00,1.439030E+03,0.000000E+00,5.226820E-02,0.000000E+00,1.280134E+03,0.000000E+00,4.649645E-02,0.000000E+00,2.282585E+03,0.000000E+00,8.290791E-02,0.000000E+00,2.651124E+03,0.000000E+00,9.629775E-02,0.000000E+00,1.347017E+03,0.000000E+00,4.892805E-02,0.000000E+00 
22:15:00,4.243930E+03,0.000000E+00,1.541468E-01,0.000000E+00,1.204360E+03,0.000000E+00,4.374421E-02,0.000000E+00,3.189977E+03,0.000000E+00,1.158655E-01,0.000000E+00,1.441259E+03,0.000000E+00,5.234903E-02,0.000000E+00,1.281728E+03,0.000000E+00,4.655425E-02,0.000000E+00,2.286461E+03,0.000000E+00,8.304846E-02,0.000000E+00,2.657836E+03,0.000000E+00,9.654096E-02,0.000000E+00,1.350376E+03,0.000000E+00,4.904978E-02,0.000000E+00 
22:30:00,4.250044E+03,0.000000E+00,1.543685E-01,0.000000E+00,1.205858E+03,0.000000E+00,4.379856E-02,0.000000E+00,3.194571E+03,0.000000E+00,1.160321E-01,0.000000E+00,1.443342E+03,0.000000E+00,5.242457E-02,0.000000E+00,1.283216E+03,0.000000E+00,4.660826E-02,0.000000E+00,2.290089E+03,0.000000E+00,8.318005E-02,0.000000E+00,2.664095E+03,0.000000E+00,9.676780E-02,0.000000E+00,1.353514E+03,0.000000E+00,4.916350E-02,0.000000E+00 
22:45:00,4.255769E+03,0.000000E+00,1.545762E-01,0.000000E+00,1.207261E+03,0.000000E+00,4.384946E-02,0.000000E+00,3.198870E+03,0.000000E+00,1.161880E-01,0.000000E+00,1.445291E+03,0.000000E+00,5.249528E-02,0.000000E+00,1.284609E+03,0.000000E+00,4.665879E-02,0.000000E+00,2.293491E+03,0.000000E+00,8.330341E-02,0.000000E+00,2.669942E+03,0.000000E+00,9.697975E-02,0.000000E+00,1.356451E+03,0.000000E+00,4.926997E-02,0.000000E+00 
23:00:00,4.261138E+03,0.000000E+00,1.547710E-01,0.000000E+00,1.208576E+03,0.000000E+00,4.389719E-02,0.000000E+00,3.202901E+03,0.000000E+00,1.163342E-01,0.000000E+00,1.447118E+03,0.000000E+00,5.256156E-02,0.000000E+00,1.285913E+03,0.000000E+00,4.670613E-02,0.000000E+00,2.296683E+03,0.000000E+00,8.341922E-02,0.000000E+00,2.675415E+03,0.000000E+00,9.717810E-02,0.000000E+00,1.359206E+03,0.000000E+00,4.936981E-02,0.000000E+00 
23:15:00,4.266179E+03,0.000000E+00,1.549539E-01,0.000000E+00,1.209811E+03,0.000000E+00,4.394198E-02,0.000000E+00,3.206683E+03,0.000000E+00,1.164715E-01,0.000000E+00,1.448833E+03,0.000000E+00,5.262377E-02,0.000000E+00,1.287137E+03,0.000000E+00,4.675054E-02,0.000000E+00,2.299683E+03,0.000000E+00,8.352806E-02,0.000000E+00,2.680544E+03,0.000000E+00,9.736402E-02,0.000000E+00,1.361793E+03,0.000000E+00,4.946360E-02,0.000000E+00 
23:30:00,4.270918E+03,0.000000E+00,1.551259E-01,0.000000E+00,1.210970E+03,0.000000E+00,4.398408E-02,0.000000E+00,3.210238E+03,0.000000E+00,1.166005E-01,0.000000E+00,1.450444E+03,0.000000E+00,5.268222E-02,0.000000E+00,1.288285E+03,0.000000E+00,4.679223E-02,0.000000E+00,2.302506E+03,0.000000E+00,8.363047E-02,0.000000E+00,2.685357E+03,0.000000E+00,9.753853E-02,0.000000E+00,1.364227E+03,0.000000E+00,4.955185E-02,0.000000E+00 
23:45:00,4.275378E+03,0.000000E+00,1.552877E-01,0.000000E+00,1.212061E+03,0.000000E+00,4.402366E-02,0.000000E+00,3.213582E+03,0.000000E+00,1.167219E-01,0.000000E+00,1.451959E+03,0.000000E+00,5.273721E-02,0.000000E+00,1.289364E+03,0.000000E+00,4.683141E-02,0.000000E+00,2.305164E+03,0.000000E+00,8.372692E-02,0.000000E+00,2.689881E+03,0.000000E+00,9.770254E-02,0.000000E+00,1.366520E+03,0.000000E+00,4.963499E-02,0.000000E+00 
24:00:00,4.279579E+03,0.000000E+00,1.554402E-01,0.000000E+00,1.213087E+03,0.000000E+00,4.406093E-02,0.000000E+00,3.216732E+03,0.000000E+00,1.168362E-01,0.000000E+00,1.453385E+03,0.000000E+00,5.278899E-02,0.000000E+00,1.290380E+03,0.000000E+00,4.686828E-02,0.000000E+00,2.307669E+03,0.000000E+00,8.381784E-02,0.000000E+00,2.694138E+03,0.000000E+00,9.785689E-02,0.000000E+00,1.368683E+03,0.000000E+00,4.971342E-02,0.000000E+00 
Peak,4.342108E+03,1.741903E+03,1.577109E-01,1.708571E-01,1.228051E+03,2.295205E+02,4.460436E-02,2.251271E-02,3.263684E+03,1.111797E+03,1.185411E-01,1.090551E-01,1.474534E+03,2.241273E+02,5.355696E-02,2.198465E-02,1.305149E+03,7.012080E+02,4.740467E-02,6.877558E-02,2.345001E+03,3.086679E+02,8.517343E-02,3.027823E-02,2.758355E+03,9.268023E+01,1.001871E-01,9.089400E-03,1.402304E+03,0.000000E+00,5.093351E-02,0.000000E+00 

Peak Vol Flow (m3/s),,,1.309866E-01,1.419051E-01,,,3.704610E-02,1.869790E-02,,,9.845421E-02,9.057558E-02,,,4.448167E-02,1.825932E-02,,,3.937189E-02,5.712147E-02,,,7.074069E-02,2.514755E-02,,,8.321025E-02,7.549190E-03,,,4.230277E-02,0.000000E+00 
